Prefix	Distance	Probability	EC(PC)	
_1000randsyr0Rep_4.txt	50000	0.5	206.178	
_1000randsyr10Rep_4.txt	50000	0.5	444.899	
_1000randsyr20Rep_4.txt	50000	0.5	475.943	
_1000randsyr30Rep_4.txt	50000	0.5	509.82	
_1000randsyr40Rep_4.txt	50000	0.5	627.845	
_1000randsyr50Rep_4.txt	50000	0.5	725.205	
_1000randsyr60Rep_4.txt	50000	0.5	916.562	
_1000randsyr70Rep_4.txt	50000	0.5	816.596	
_1000randsyr80Rep_4.txt	50000	0.5	902.782	
