Prefix	Distance	Probability	EC(PC)	
_1000randsyr0Rep_5.txt	50000	0.5	206.178	
_1000randsyr10Rep_5.txt	50000	0.5	438.83	
_1000randsyr20Rep_5.txt	50000	0.5	378.236	
_1000randsyr30Rep_5.txt	50000	0.5	316.08	
_1000randsyr40Rep_5.txt	50000	0.5	531.73	
_1000randsyr50Rep_5.txt	50000	0.5	661.5	
_1000randsyr60Rep_5.txt	50000	0.5	607.507	
_1000randsyr70Rep_5.txt	50000	0.5	525.397	
_1000randsyr80Rep_5.txt	50000	0.5	520.247	
