Prefix	Distance	Probability	EC(PC)	
_5000randgyr0Rep_2.txt	50000	0.5	2330.41	
_5000randgyr10Rep_2.txt	50000	0.5	4005.73	
_5000randgyr20Rep_2.txt	50000	0.5	4624.27	
_5000randgyr30Rep_2.txt	50000	0.5	3953.94	
_5000randgyr40Rep_2.txt	50000	0.5	4191.32	
_5000randgyr50Rep_2.txt	50000	0.5	4178.52	
_5000randgyr60Rep_2.txt	50000	0.5	4201.42	
_5000randgyr70Rep_2.txt	50000	0.5	4327.88	
_5000randgyr80Rep_2.txt	50000	0.5	4191.62	
