Prefix	Distance	Probability	EC(PC)	
_5000clustersyr0Rep_4.txt	50000	0.5	2438.79	
_5000clustersyr10Rep_4.txt	50000	0.5	5335.16	
_5000clustersyr20Rep_4.txt	50000	0.5	5611.19	
_5000clustersyr30Rep_4.txt	50000	0.5	5201.46	
_5000clustersyr40Rep_4.txt	50000	0.5	6849.07	
_5000clustersyr50Rep_4.txt	50000	0.5	6581.69	
_5000clustersyr60Rep_4.txt	50000	0.5	5142.14	
_5000clustersyr70Rep_4.txt	50000	0.5	5678.44	
_5000clustersyr80Rep_4.txt	50000	0.5	6687.28	
