Prefix	Distance	Probability	EC(PC)	
_1000geosyr0Rep_5.txt	50000	0.5	233.756	
_1000geosyr10Rep_5.txt	50000	0.5	434.967	
_1000geosyr20Rep_5.txt	50000	0.5	482.658	
_1000geosyr30Rep_5.txt	50000	0.5	556.299	
_1000geosyr40Rep_5.txt	50000	0.5	495.345	
_1000geosyr50Rep_5.txt	50000	0.5	448.895	
_1000geosyr60Rep_5.txt	50000	0.5	541.836	
_1000geosyr70Rep_5.txt	50000	0.5	636.505	
_1000geosyr80Rep_5.txt	50000	0.5	556.566	
