Prefix	Distance	Probability	EC(PC)	
_1000geogyr0Rep_1.txt	50000	0.5	216.778	
_1000geogyr10Rep_1.txt	50000	0.5	332.836	
_1000geogyr20Rep_1.txt	50000	0.5	348.78	
_1000geogyr30Rep_1.txt	50000	0.5	341.367	
_1000geogyr40Rep_1.txt	50000	0.5	317.656	
_1000geogyr50Rep_1.txt	50000	0.5	333.294	
_1000geogyr60Rep_1.txt	50000	0.5	334.193	
_1000geogyr70Rep_1.txt	50000	0.5	336.661	
_1000geogyr80Rep_1.txt	50000	0.5	340.037	
