Prefix	Distance	Probability	EC(PC)	
_5000clustersyr0Rep_3.txt	50000	0.5	2438.79	
_5000clustersyr10Rep_3.txt	50000	0.5	5208.08	
_5000clustersyr20Rep_3.txt	50000	0.5	3906.21	
_5000clustersyr30Rep_3.txt	50000	0.5	4053.63	
_5000clustersyr40Rep_3.txt	50000	0.5	5880.06	
_5000clustersyr50Rep_3.txt	50000	0.5	6391.34	
_5000clustersyr60Rep_3.txt	50000	0.5	6858.28	
_5000clustersyr70Rep_3.txt	50000	0.5	6219.87	
_5000clustersyr80Rep_3.txt	50000	0.5	6297.24	
