Prefix	Distance	Probability	EC(PC)	
_5000randgyr0Rep_3.txt	50000	0.5	2330.41	
_5000randgyr10Rep_3.txt	50000	0.5	3997.25	
_5000randgyr20Rep_3.txt	50000	0.5	4440.6	
_5000randgyr30Rep_3.txt	50000	0.5	4008.35	
_5000randgyr40Rep_3.txt	50000	0.5	3927.75	
_5000randgyr50Rep_3.txt	50000	0.5	4225.52	
_5000randgyr60Rep_3.txt	50000	0.5	4165.11	
_5000randgyr70Rep_3.txt	50000	0.5	4239.85	
_5000randgyr80Rep_3.txt	50000	0.5	4330.49	
