Prefix	Distance	Probability	EC(PC)	
_5000geogyr0Rep_3.txt	50000	0.5	2438.72	
_5000geogyr10Rep_3.txt	50000	0.5	4130.18	
_5000geogyr20Rep_3.txt	50000	0.5	4453.34	
_5000geogyr30Rep_3.txt	50000	0.5	4334.55	
_5000geogyr40Rep_3.txt	50000	0.5	4297.52	
_5000geogyr50Rep_3.txt	50000	0.5	4632.21	
_5000geogyr60Rep_3.txt	50000	0.5	4563.78	
_5000geogyr70Rep_3.txt	50000	0.5	4743.15	
_5000geogyr80Rep_3.txt	50000	0.5	4562.18	
