Prefix	Distance	Probability	EC(PC)	
_5000geosyr0Rep_3.txt	50000	0.5	2464.23	
_5000geosyr10Rep_3.txt	50000	0.5	4839.14	
_5000geosyr20Rep_3.txt	50000	0.5	4780.43	
_5000geosyr30Rep_3.txt	50000	0.5	4944.34	
_5000geosyr40Rep_3.txt	50000	0.5	6458.67	
_5000geosyr50Rep_3.txt	50000	0.5	7224.92	
_5000geosyr60Rep_3.txt	50000	0.5	7424.59	
_5000geosyr70Rep_3.txt	50000	0.5	7894.4	
_5000geosyr80Rep_3.txt	50000	0.5	7821.49	
