Prefix	Distance	Probability	EC(PC)	
_5000randgyr0Rep_1.txt	50000	0.5	2330.41	
_5000randgyr10Rep_1.txt	50000	0.5	3998.97	
_5000randgyr20Rep_1.txt	50000	0.5	4295.1	
_5000randgyr30Rep_1.txt	50000	0.5	3384.13	
_5000randgyr40Rep_1.txt	50000	0.5	3517.98	
_5000randgyr50Rep_1.txt	50000	0.5	3830.22	
_5000randgyr60Rep_1.txt	50000	0.5	3851.84	
_5000randgyr70Rep_1.txt	50000	0.5	4055.45	
_5000randgyr80Rep_1.txt	50000	0.5	3740.58	
