Prefix	Distance	Probability	EC(PC)	
_5000clustersyr0Rep_5.txt	50000	0.5	2438.79	
_5000clustersyr10Rep_5.txt	50000	0.5	5085.17	
_5000clustersyr20Rep_5.txt	50000	0.5	4659.02	
_5000clustersyr30Rep_5.txt	50000	0.5	4757.81	
_5000clustersyr40Rep_5.txt	50000	0.5	6466.14	
_5000clustersyr50Rep_5.txt	50000	0.5	6119.35	
_5000clustersyr60Rep_5.txt	50000	0.5	6109.98	
_5000clustersyr70Rep_5.txt	50000	0.5	4194.63	
_5000clustersyr80Rep_5.txt	50000	0.5	4877.52	
