Prefix	Distance	Probability	EC(PC)	
_1000econsyr0Rep_4.txt	50000	0.5	254.791	
_1000econsyr10Rep_4.txt	50000	0.5	469.895	
_1000econsyr20Rep_4.txt	50000	0.5	522.983	
_1000econsyr30Rep_4.txt	50000	0.5	510.633	
_1000econsyr40Rep_4.txt	50000	0.5	624.414	
_1000econsyr50Rep_4.txt	50000	0.5	777.836	
_1000econsyr60Rep_4.txt	50000	0.5	771.257	
_1000econsyr70Rep_4.txt	50000	0.5	773.338	
_1000econsyr80Rep_4.txt	50000	0.5	831.805	
